subject,race0W1B,object0NG1G,conditionRaceObj,conditionRace,rt,resp0DS1S,diffusionRT,ybin,lowerLim,upperLim
28,1,1,4,2,426,0,-0.426,1,-0.851,0.851
28,1,0,2,2,790,0,-0.79,1,-0.851,0.851
28,0,1,3,1,813,0,-0.813,1,-0.851,0.851
28,1,0,2,2,794,0,-0.794,1,-0.851,0.851
28,0,1,3,1,548,1,0.548,1,-0.851,0.851
28,0,0,1,1,587,0,-0.587,1,-0.851,0.851
28,1,0,2,2,686,0,-0.686,1,-0.851,0.851
28,0,1,3,1,736,1,0.736,1,-0.851,0.851
28,1,1,4,2,741,1,0.741,1,-0.851,0.851
28,0,0,1,1,630,0,-0.63,1,-0.851,0.851
28,1,1,4,2,558,1,0.558,1,-0.851,0.851
28,1,1,4,2,620,1,0.62,1,-0.851,0.851
28,1,0,2,2,631,0,-0.631,1,-0.851,0.851
28,0,0,1,1,616,0,-0.616,1,-0.851,0.851
28,0,1,3,1,489,1,0.489,1,-0.851,0.851
28,0,0,1,1,590,0,-0.59,1,-0.851,0.851
28,1,0,2,2,617,0,-0.617,1,-0.851,0.851
28,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
28,0,1,3,1,435,1,0.435,1,-0.851,0.851
28,0,0,1,1,644,0,-0.644,1,-0.851,0.851
28,1,1,4,2,439,1,0.439,1,-0.851,0.851
28,1,0,2,2,713,0,-0.713,1,-0.851,0.851
28,0,1,3,1,518,1,0.518,1,-0.851,0.851
28,1,1,4,2,539,1,0.539,1,-0.851,0.851
28,0,1,3,1,432,1,0.432,1,-0.851,0.851
28,1,0,2,2,540,0,-0.54,1,-0.851,0.851
28,0,1,3,1,508,1,0.508,1,-0.851,0.851
28,1,1,4,2,442,1,0.442,1,-0.851,0.851
28,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
28,0,0,1,1,689,0,-0.689,1,-0.851,0.851
28,0,0,1,1,605,0,-0.605,1,-0.851,0.851
28,0,0,1,1,727,0,-0.727,1,-0.851,0.851
28,0,1,3,1,682,0,-0.682,1,-0.851,0.851
28,0,1,3,1,506,1,0.506,1,-0.851,0.851
28,0,1,3,1,NaN,NaN,NaN,2,-0.851,0.851
28,0,0,1,1,550,0,-0.55,1,-0.851,0.851
28,0,0,1,1,582,0,-0.582,1,-0.851,0.851
28,1,0,2,2,713,0,-0.713,1,-0.851,0.851
28,1,1,4,2,469,1,0.469,1,-0.851,0.851
28,0,1,3,1,552,1,0.552,1,-0.851,0.851
28,1,0,2,2,637,0,-0.637,1,-0.851,0.851
28,1,1,4,2,417,1,0.417,1,-0.851,0.851
28,1,0,2,2,548,0,-0.548,1,-0.851,0.851
28,1,1,4,2,439,1,0.439,1,-0.851,0.851
28,0,1,3,1,510,1,0.51,1,-0.851,0.851
28,1,1,4,2,368,1,0.368,1,-0.851,0.851
28,0,1,3,1,448,1,0.448,1,-0.851,0.851
28,1,1,4,2,522,1,0.522,1,-0.851,0.851
28,1,1,4,2,402,1,0.402,1,-0.851,0.851
28,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
28,1,0,2,2,659,0,-0.659,1,-0.851,0.851
28,0,1,3,1,567,1,0.567,1,-0.851,0.851
28,1,1,4,2,510,1,0.51,1,-0.851,0.851
28,1,0,2,2,523,0,-0.523,1,-0.851,0.851
28,0,1,3,1,632,1,0.632,1,-0.851,0.851
28,0,0,1,1,512,1,0.512,1,-0.851,0.851
28,0,1,3,1,459,1,0.459,1,-0.851,0.851
28,0,1,3,1,573,1,0.573,1,-0.851,0.851
28,1,1,4,2,467,1,0.467,1,-0.851,0.851
28,0,1,3,1,658,1,0.658,1,-0.851,0.851
28,0,0,1,1,657,1,0.657,1,-0.851,0.851
28,0,1,3,1,473,1,0.473,1,-0.851,0.851
29,1,0,2,2,498,0,-0.498,1,-0.851,0.851
29,1,1,4,2,450,1,0.45,1,-0.851,0.851
29,0,0,1,1,514,0,-0.514,1,-0.851,0.851
29,1,1,4,2,461,1,0.461,1,-0.851,0.851
29,0,0,1,1,829,0,-0.829,1,-0.851,0.851
29,0,0,1,1,660,0,-0.66,1,-0.851,0.851
29,0,1,3,1,653,1,0.653,1,-0.851,0.851
29,0,1,3,1,620,1,0.62,1,-0.851,0.851
29,1,1,4,2,470,1,0.47,1,-0.851,0.851
29,1,0,2,2,709,0,-0.709,1,-0.851,0.851
29,1,1,4,2,672,1,0.672,1,-0.851,0.851
29,1,1,4,2,462,1,0.462,1,-0.851,0.851
29,0,0,1,1,640,0,-0.64,1,-0.851,0.851
29,1,0,2,2,682,0,-0.682,1,-0.851,0.851
29,1,1,4,2,623,1,0.623,1,-0.851,0.851
29,1,1,4,2,803,1,0.803,1,-0.851,0.851
29,1,0,2,2,480,0,-0.48,1,-0.851,0.851
29,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
29,0,1,3,1,474,1,0.474,1,-0.851,0.851
29,0,0,1,1,650,0,-0.65,1,-0.851,0.851
29,1,1,4,2,781,1,0.781,1,-0.851,0.851
29,1,1,4,2,745,1,0.745,1,-0.851,0.851
29,0,0,1,1,549,0,-0.549,1,-0.851,0.851
29,1,0,2,2,606,0,-0.606,1,-0.851,0.851
29,0,1,3,1,642,1,0.642,1,-0.851,0.851
29,0,1,3,1,628,1,0.628,1,-0.851,0.851
29,0,0,1,1,548,0,-0.548,1,-0.851,0.851
29,0,0,1,1,644,0,-0.644,1,-0.851,0.851
29,0,1,3,1,488,1,0.488,1,-0.851,0.851
29,0,0,1,1,569,0,-0.569,1,-0.851,0.851
29,0,1,3,1,571,1,0.571,1,-0.851,0.851
29,0,1,3,1,643,0,-0.643,1,-0.851,0.851
29,1,1,4,2,536,1,0.536,1,-0.851,0.851
29,1,0,2,2,596,0,-0.596,1,-0.851,0.851
29,1,1,4,2,503,1,0.503,1,-0.851,0.851
29,1,0,2,2,733,0,-0.733,1,-0.851,0.851
29,0,1,3,1,532,1,0.532,1,-0.851,0.851
29,0,0,1,1,565,0,-0.565,1,-0.851,0.851
29,1,0,2,2,588,0,-0.588,1,-0.851,0.851
29,0,1,3,1,522,1,0.522,1,-0.851,0.851
29,0,1,3,1,559,1,0.559,1,-0.851,0.851
29,1,0,2,2,759,0,-0.759,1,-0.851,0.851
29,1,0,2,2,657,0,-0.657,1,-0.851,0.851
29,0,0,1,1,556,0,-0.556,1,-0.851,0.851
29,0,0,1,1,531,0,-0.531,1,-0.851,0.851
29,0,1,3,1,525,1,0.525,1,-0.851,0.851
29,0,1,3,1,514,1,0.514,1,-0.851,0.851
29,0,0,1,1,660,0,-0.66,1,-0.851,0.851
29,1,0,2,2,480,0,-0.48,1,-0.851,0.851
29,0,0,1,1,523,0,-0.523,1,-0.851,0.851
29,0,0,1,1,523,0,-0.523,1,-0.851,0.851
29,1,1,4,2,437,1,0.437,1,-0.851,0.851
29,0,1,3,1,658,1,0.658,1,-0.851,0.851
29,1,1,4,2,518,1,0.518,1,-0.851,0.851
29,0,0,1,1,683,0,-0.683,1,-0.851,0.851
29,1,0,2,2,580,0,-0.58,1,-0.851,0.851
29,0,1,3,1,533,1,0.533,1,-0.851,0.851
29,1,1,4,2,558,1,0.558,1,-0.851,0.851
29,1,1,4,2,555,1,0.555,1,-0.851,0.851
29,1,1,4,2,668,1,0.668,1,-0.851,0.851
29,0,1,3,1,NaN,NaN,NaN,2,-0.851,0.851
29,0,0,1,1,643,0,-0.643,1,-0.851,0.851
29,0,0,1,1,562,0,-0.562,1,-0.851,0.851
29,0,1,3,1,487,1,0.487,1,-0.851,0.851
29,1,1,4,2,540,1,0.54,1,-0.851,0.851
29,1,1,4,2,543,1,0.543,1,-0.851,0.851
29,1,0,2,2,649,0,-0.649,1,-0.851,0.851
29,1,1,4,2,575,1,0.575,1,-0.851,0.851
29,1,1,4,2,531,1,0.531,1,-0.851,0.851
29,0,0,1,1,618,0,-0.618,1,-0.851,0.851
29,0,1,3,1,635,1,0.635,1,-0.851,0.851
29,1,0,2,2,771,0,-0.771,1,-0.851,0.851
29,0,1,3,1,672,1,0.672,1,-0.851,0.851
29,1,0,2,2,793,0,-0.793,1,-0.851,0.851
29,0,0,1,1,651,0,-0.651,1,-0.851,0.851
29,0,0,1,1,735,0,-0.735,1,-0.851,0.851
29,0,1,3,1,753,1,0.753,1,-0.851,0.851
29,0,1,3,1,597,1,0.597,1,-0.851,0.851
29,0,0,1,1,608,0,-0.608,1,-0.851,0.851
29,0,1,3,1,615,1,0.615,1,-0.851,0.851
29,0,1,3,1,588,1,0.588,1,-0.851,0.851
29,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
29,1,0,2,2,645,0,-0.645,1,-0.851,0.851
29,0,1,3,1,587,1,0.587,1,-0.851,0.851
29,0,0,1,1,556,0,-0.556,1,-0.851,0.851
29,1,1,4,2,478,1,0.478,1,-0.851,0.851
29,0,1,3,1,522,1,0.522,1,-0.851,0.851
29,1,0,2,2,660,0,-0.66,1,-0.851,0.851
29,1,0,2,2,719,0,-0.719,1,-0.851,0.851
29,1,0,2,2,557,0,-0.557,1,-0.851,0.851
29,1,1,4,2,534,1,0.534,1,-0.851,0.851
29,1,1,4,2,647,1,0.647,1,-0.851,0.851
29,1,0,2,2,517,0,-0.517,1,-0.851,0.851
29,1,1,4,2,579,1,0.579,1,-0.851,0.851
29,1,0,2,2,604,0,-0.604,1,-0.851,0.851
29,1,0,2,2,794,0,-0.794,1,-0.851,0.851
29,1,0,2,2,576,0,-0.576,1,-0.851,0.851
29,1,0,2,2,671,0,-0.671,1,-0.851,0.851
29,1,1,4,2,698,1,0.698,1,-0.851,0.851
29,1,0,2,2,585,0,-0.585,1,-0.851,0.851
30,0,0,1,1,707,0,-0.707,1,-0.851,0.851
30,1,0,2,2,674,0,-0.674,1,-0.851,0.851
30,0,0,1,1,659,0,-0.659,1,-0.851,0.851
30,1,0,2,2,793,1,0.793,1,-0.851,0.851
30,1,1,4,2,567,1,0.567,1,-0.851,0.851
30,1,0,2,2,622,0,-0.622,1,-0.851,0.851
30,0,1,3,1,532,1,0.532,1,-0.851,0.851
30,0,0,1,1,552,0,-0.552,1,-0.851,0.851
30,1,1,4,2,645,1,0.645,1,-0.851,0.851
30,0,0,1,1,806,0,-0.806,1,-0.851,0.851
30,0,1,3,1,502,1,0.502,1,-0.851,0.851
30,0,1,3,1,653,1,0.653,1,-0.851,0.851
30,0,0,1,1,564,0,-0.564,1,-0.851,0.851
30,1,1,4,2,547,1,0.547,1,-0.851,0.851
30,1,1,4,2,637,1,0.637,1,-0.851,0.851
30,1,0,2,2,716,0,-0.716,1,-0.851,0.851
30,0,1,3,1,550,1,0.55,1,-0.851,0.851
30,0,1,3,1,759,1,0.759,1,-0.851,0.851
30,1,1,4,2,524,1,0.524,1,-0.851,0.851
30,1,0,2,2,776,0,-0.776,1,-0.851,0.851
30,1,1,4,2,588,1,0.588,1,-0.851,0.851
30,0,1,3,1,NaN,NaN,NaN,2,-0.851,0.851
30,0,0,1,1,819,0,-0.819,1,-0.851,0.851
30,1,1,4,2,551,1,0.551,1,-0.851,0.851
30,1,0,2,2,639,1,0.639,1,-0.851,0.851
30,1,1,4,2,613,1,0.613,1,-0.851,0.851
30,1,0,2,2,818,0,-0.818,1,-0.851,0.851
30,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
30,0,0,1,1,631,1,0.631,1,-0.851,0.851
30,0,0,1,1,545,0,-0.545,1,-0.851,0.851
30,1,1,4,2,817,1,0.817,1,-0.851,0.851
30,0,1,3,1,597,1,0.597,1,-0.851,0.851
30,0,1,3,1,566,1,0.566,1,-0.851,0.851
30,0,0,1,1,684,0,-0.684,1,-0.851,0.851
30,0,0,1,1,503,1,0.503,1,-0.851,0.851
30,0,0,1,1,806,0,-0.806,1,-0.851,0.851
30,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
30,0,1,3,1,580,1,0.58,1,-0.851,0.851
30,1,0,2,2,665,0,-0.665,1,-0.851,0.851
30,1,0,2,2,694,0,-0.694,1,-0.851,0.851
30,1,0,2,2,497,0,-0.497,1,-0.851,0.851
30,1,0,2,2,638,0,-0.638,1,-0.851,0.851
30,1,0,2,2,755,0,-0.755,1,-0.851,0.851
30,0,0,1,1,575,0,-0.575,1,-0.851,0.851
30,0,1,3,1,519,1,0.519,1,-0.851,0.851
30,0,1,3,1,743,1,0.743,1,-0.851,0.851
30,1,1,4,2,640,1,0.64,1,-0.851,0.851
30,0,1,3,1,822,1,0.822,1,-0.851,0.851
30,1,0,2,2,844,0,-0.844,1,-0.851,0.851
30,0,1,3,1,652,1,0.652,1,-0.851,0.851
30,1,1,4,2,696,1,0.696,1,-0.851,0.851
30,0,0,1,1,759,0,-0.759,1,-0.851,0.851
30,1,0,2,2,696,0,-0.696,1,-0.851,0.851
30,0,1,3,1,613,1,0.613,1,-0.851,0.851
30,1,1,4,2,601,1,0.601,1,-0.851,0.851
30,1,1,4,2,695,1,0.695,1,-0.851,0.851
30,0,1,3,1,559,1,0.559,1,-0.851,0.851
30,1,1,4,2,518,1,0.518,1,-0.851,0.851
30,1,0,2,2,823,0,-0.823,1,-0.851,0.851
30,1,1,4,2,702,1,0.702,1,-0.851,0.851
30,0,0,1,1,625,0,-0.625,1,-0.851,0.851
30,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
30,0,0,1,1,609,0,-0.609,1,-0.851,0.851
30,0,0,1,1,606,0,-0.606,1,-0.851,0.851
30,0,1,3,1,626,1,0.626,1,-0.851,0.851
30,0,1,3,1,637,1,0.637,1,-0.851,0.851
30,0,0,1,1,676,0,-0.676,1,-0.851,0.851
30,1,1,4,2,641,1,0.641,1,-0.851,0.851
30,1,1,4,2,553,1,0.553,1,-0.851,0.851
30,1,1,4,2,556,1,0.556,1,-0.851,0.851
30,0,0,1,1,643,0,-0.643,1,-0.851,0.851
30,1,1,4,2,611,1,0.611,1,-0.851,0.851
30,1,1,4,2,570,1,0.57,1,-0.851,0.851
30,0,0,1,1,594,0,-0.594,1,-0.851,0.851
30,1,0,2,2,712,0,-0.712,1,-0.851,0.851
30,0,0,1,1,658,0,-0.658,1,-0.851,0.851
30,0,1,3,1,NaN,NaN,NaN,2,-0.851,0.851
30,0,1,3,1,646,1,0.646,1,-0.851,0.851
30,1,0,2,2,811,0,-0.811,1,-0.851,0.851
30,0,0,1,1,752,0,-0.752,1,-0.851,0.851
30,1,1,4,2,685,1,0.685,1,-0.851,0.851
30,0,0,1,1,661,0,-0.661,1,-0.851,0.851
30,0,1,3,1,605,1,0.605,1,-0.851,0.851
30,1,0,2,2,831,0,-0.831,1,-0.851,0.851
30,1,1,4,2,694,1,0.694,1,-0.851,0.851
30,0,1,3,1,589,1,0.589,1,-0.851,0.851
30,0,1,3,1,490,1,0.49,1,-0.851,0.851
30,1,0,2,2,597,0,-0.597,1,-0.851,0.851
30,0,1,3,1,609,1,0.609,1,-0.851,0.851
30,0,1,3,1,538,1,0.538,1,-0.851,0.851
30,1,0,2,2,719,0,-0.719,1,-0.851,0.851
30,1,0,2,2,720,0,-0.72,1,-0.851,0.851
30,0,0,1,1,620,0,-0.62,1,-0.851,0.851
30,1,1,4,2,702,1,0.702,1,-0.851,0.851
30,1,0,2,2,689,0,-0.689,1,-0.851,0.851
30,0,0,1,1,719,0,-0.719,1,-0.851,0.851
30,1,1,4,2,767,1,0.767,1,-0.851,0.851
30,1,1,4,2,803,1,0.803,1,-0.851,0.851
30,1,0,2,2,793,0,-0.793,1,-0.851,0.851
30,0,1,3,1,707,1,0.707,1,-0.851,0.851
31,0,1,3,1,384,1,0.384,1,-0.851,0.851
31,1,1,4,2,365,1,0.365,1,-0.851,0.851
31,1,0,2,2,576,0,-0.576,1,-0.851,0.851
31,1,0,2,2,501,0,-0.501,1,-0.851,0.851
31,1,0,2,2,531,0,-0.531,1,-0.851,0.851
31,1,0,2,2,538,0,-0.538,1,-0.851,0.851
31,0,0,1,1,478,0,-0.478,1,-0.851,0.851
31,0,0,1,1,612,0,-0.612,1,-0.851,0.851
31,1,0,2,2,625,0,-0.625,1,-0.851,0.851
31,1,1,4,2,538,1,0.538,1,-0.851,0.851
31,0,0,1,1,557,0,-0.557,1,-0.851,0.851
31,0,1,3,1,463,1,0.463,1,-0.851,0.851
31,0,1,3,1,758,1,0.758,1,-0.851,0.851
31,1,1,4,2,519,1,0.519,1,-0.851,0.851
31,0,0,1,1,620,0,-0.62,1,-0.851,0.851
31,1,0,2,2,511,0,-0.511,1,-0.851,0.851
31,0,1,3,1,492,1,0.492,1,-0.851,0.851
31,0,0,1,1,621,0,-0.621,1,-0.851,0.851
31,1,1,4,2,581,1,0.581,1,-0.851,0.851
31,0,1,3,1,652,1,0.652,1,-0.851,0.851
31,0,1,3,1,441,1,0.441,1,-0.851,0.851
31,0,0,1,1,733,0,-0.733,1,-0.851,0.851
31,0,1,3,1,521,1,0.521,1,-0.851,0.851
31,0,1,3,1,563,1,0.563,1,-0.851,0.851
31,0,0,1,1,615,0,-0.615,1,-0.851,0.851
31,0,0,1,1,666,0,-0.666,1,-0.851,0.851
31,1,1,4,2,462,1,0.462,1,-0.851,0.851
31,1,0,2,2,690,0,-0.69,1,-0.851,0.851
31,0,0,1,1,618,0,-0.618,1,-0.851,0.851
31,1,0,2,2,676,0,-0.676,1,-0.851,0.851
31,0,1,3,1,537,1,0.537,1,-0.851,0.851
31,0,1,3,1,524,1,0.524,1,-0.851,0.851
31,1,1,4,2,552,1,0.552,1,-0.851,0.851
31,1,0,2,2,563,0,-0.563,1,-0.851,0.851
31,1,1,4,2,822,1,0.822,1,-0.851,0.851
31,1,1,4,2,619,1,0.619,1,-0.851,0.851
31,0,0,1,1,650,0,-0.65,1,-0.851,0.851
31,1,0,2,2,606,0,-0.606,1,-0.851,0.851
31,0,1,3,1,570,1,0.57,1,-0.851,0.851
31,0,1,3,1,630,1,0.63,1,-0.851,0.851
31,1,1,4,2,476,1,0.476,1,-0.851,0.851
31,0,0,1,1,735,0,-0.735,1,-0.851,0.851
31,1,1,4,2,541,1,0.541,1,-0.851,0.851
31,1,1,4,2,641,1,0.641,1,-0.851,0.851
31,1,0,2,2,638,0,-0.638,1,-0.851,0.851
31,0,1,3,1,779,1,0.779,1,-0.851,0.851
31,0,0,1,1,634,0,-0.634,1,-0.851,0.851
31,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
31,0,0,1,1,649,0,-0.649,1,-0.851,0.851
31,1,0,2,2,704,0,-0.704,1,-0.851,0.851
31,1,0,2,2,525,0,-0.525,1,-0.851,0.851
31,1,0,2,2,646,0,-0.646,1,-0.851,0.851
31,0,1,3,1,519,1,0.519,1,-0.851,0.851
31,1,1,4,2,627,1,0.627,1,-0.851,0.851
31,1,0,2,2,579,0,-0.579,1,-0.851,0.851
31,0,1,3,1,592,1,0.592,1,-0.851,0.851
31,0,1,3,1,546,1,0.546,1,-0.851,0.851
31,0,1,3,1,650,1,0.65,1,-0.851,0.851
31,1,1,4,2,583,1,0.583,1,-0.851,0.851
31,0,1,3,1,750,1,0.75,1,-0.851,0.851
31,1,1,4,2,705,1,0.705,1,-0.851,0.851
31,1,1,4,2,614,1,0.614,1,-0.851,0.851
31,1,1,4,2,552,1,0.552,1,-0.851,0.851
31,1,0,2,2,821,0,-0.821,1,-0.851,0.851
31,1,0,2,2,742,0,-0.742,1,-0.851,0.851
31,1,1,4,2,565,1,0.565,1,-0.851,0.851
31,1,1,4,2,644,1,0.644,1,-0.851,0.851
31,0,1,3,1,686,1,0.686,1,-0.851,0.851
31,1,0,2,2,569,0,-0.569,1,-0.851,0.851
31,0,0,1,1,678,0,-0.678,1,-0.851,0.851
31,1,0,2,2,668,0,-0.668,1,-0.851,0.851
31,0,1,3,1,522,1,0.522,1,-0.851,0.851
31,0,0,1,1,538,0,-0.538,1,-0.851,0.851
31,0,0,1,1,572,0,-0.572,1,-0.851,0.851
31,0,0,1,1,527,0,-0.527,1,-0.851,0.851
31,1,0,2,2,739,0,-0.739,1,-0.851,0.851
31,0,0,1,1,697,0,-0.697,1,-0.851,0.851
31,0,1,3,1,665,1,0.665,1,-0.851,0.851
31,1,1,4,2,649,1,0.649,1,-0.851,0.851
31,0,1,3,1,641,0,-0.641,1,-0.851,0.851
31,0,0,1,1,662,0,-0.662,1,-0.851,0.851
31,1,0,2,2,625,0,-0.625,1,-0.851,0.851
31,1,1,4,2,522,1,0.522,1,-0.851,0.851
31,0,0,1,1,633,0,-0.633,1,-0.851,0.851
31,1,1,4,2,615,1,0.615,1,-0.851,0.851
31,0,0,1,1,689,0,-0.689,1,-0.851,0.851
31,1,0,2,2,604,0,-0.604,1,-0.851,0.851
31,1,1,4,2,525,1,0.525,1,-0.851,0.851
31,1,0,2,2,671,0,-0.671,1,-0.851,0.851
31,1,1,4,2,508,1,0.508,1,-0.851,0.851
31,1,1,4,2,575,1,0.575,1,-0.851,0.851
31,1,0,2,2,633,0,-0.633,1,-0.851,0.851
31,1,1,4,2,580,1,0.58,1,-0.851,0.851
31,0,1,3,1,575,1,0.575,1,-0.851,0.851
31,0,0,1,1,547,0,-0.547,1,-0.851,0.851
31,0,0,1,1,615,0,-0.615,1,-0.851,0.851
31,0,0,1,1,795,0,-0.795,1,-0.851,0.851
31,0,1,3,1,540,1,0.54,1,-0.851,0.851
31,0,0,1,1,574,0,-0.574,1,-0.851,0.851
31,0,1,3,1,599,1,0.599,1,-0.851,0.851
32,0,1,3,1,626,1,0.626,1,-0.851,0.851
32,1,1,4,2,436,1,0.436,1,-0.851,0.851
32,1,0,2,2,670,0,-0.67,1,-0.851,0.851
32,0,0,1,1,721,0,-0.721,1,-0.851,0.851
32,1,1,4,2,516,1,0.516,1,-0.851,0.851
32,1,0,2,2,534,0,-0.534,1,-0.851,0.851
32,0,1,3,1,522,1,0.522,1,-0.851,0.851
32,0,0,1,1,671,0,-0.671,1,-0.851,0.851
32,0,0,1,1,584,0,-0.584,1,-0.851,0.851
32,0,1,3,1,529,1,0.529,1,-0.851,0.851
32,1,0,2,2,679,0,-0.679,1,-0.851,0.851
32,0,1,3,1,744,0,-0.744,1,-0.851,0.851
32,1,1,4,2,606,1,0.606,1,-0.851,0.851
32,0,1,3,1,524,1,0.524,1,-0.851,0.851
32,1,0,2,2,700,0,-0.7,1,-0.851,0.851
32,1,0,2,2,542,0,-0.542,1,-0.851,0.851
32,1,1,4,2,608,1,0.608,1,-0.851,0.851
32,0,0,1,1,624,0,-0.624,1,-0.851,0.851
32,0,0,1,1,656,0,-0.656,1,-0.851,0.851
32,0,0,1,1,643,0,-0.643,1,-0.851,0.851
32,0,1,3,1,680,1,0.68,1,-0.851,0.851
32,1,0,2,2,635,0,-0.635,1,-0.851,0.851
32,1,1,4,2,678,1,0.678,1,-0.851,0.851
32,1,1,4,2,543,1,0.543,1,-0.851,0.851
32,1,1,4,2,580,1,0.58,1,-0.851,0.851
32,0,0,1,1,618,0,-0.618,1,-0.851,0.851
32,0,0,1,1,529,0,-0.529,1,-0.851,0.851
32,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
32,1,1,4,2,634,1,0.634,1,-0.851,0.851
32,1,1,4,2,609,1,0.609,1,-0.851,0.851
32,1,1,4,2,504,1,0.504,1,-0.851,0.851
32,1,1,4,2,496,1,0.496,1,-0.851,0.851
32,0,0,1,1,572,0,-0.572,1,-0.851,0.851
32,1,0,2,2,780,0,-0.78,1,-0.851,0.851
32,0,1,3,1,439,0,-0.439,1,-0.851,0.851
32,0,1,3,1,659,1,0.659,1,-0.851,0.851
32,0,1,3,1,790,1,0.79,1,-0.851,0.851
32,1,0,2,2,786,0,-0.786,1,-0.851,0.851
32,0,0,1,1,541,0,-0.541,1,-0.851,0.851
32,1,0,2,2,749,0,-0.749,1,-0.851,0.851
32,0,1,3,1,687,1,0.687,1,-0.851,0.851
32,0,1,3,1,651,1,0.651,1,-0.851,0.851
32,1,0,2,2,624,1,0.624,1,-0.851,0.851
32,0,0,1,1,731,0,-0.731,1,-0.851,0.851
32,0,0,1,1,769,0,-0.769,1,-0.851,0.851
32,1,0,2,2,592,0,-0.592,1,-0.851,0.851
32,0,1,3,1,670,1,0.67,1,-0.851,0.851
32,0,0,1,1,653,0,-0.653,1,-0.851,0.851
32,1,1,4,2,723,1,0.723,1,-0.851,0.851
32,0,1,3,1,498,1,0.498,1,-0.851,0.851
32,1,0,2,2,587,0,-0.587,1,-0.851,0.851
32,1,0,2,2,694,0,-0.694,1,-0.851,0.851
32,1,1,4,2,560,1,0.56,1,-0.851,0.851
32,0,0,1,1,567,0,-0.567,1,-0.851,0.851
32,0,1,3,1,625,1,0.625,1,-0.851,0.851
32,0,1,3,1,608,1,0.608,1,-0.851,0.851
32,1,1,4,2,577,1,0.577,1,-0.851,0.851
32,1,0,2,2,703,0,-0.703,1,-0.851,0.851
32,1,0,2,2,679,0,-0.679,1,-0.851,0.851
32,1,1,4,2,554,1,0.554,1,-0.851,0.851
32,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
32,0,0,1,1,606,0,-0.606,1,-0.851,0.851
32,0,1,3,1,485,1,0.485,1,-0.851,0.851
32,1,1,4,2,513,1,0.513,1,-0.851,0.851
32,1,1,4,2,531,1,0.531,1,-0.851,0.851
32,1,1,4,2,505,1,0.505,1,-0.851,0.851
32,0,0,1,1,700,0,-0.7,1,-0.851,0.851
32,0,1,3,1,555,1,0.555,1,-0.851,0.851
32,1,0,2,2,648,0,-0.648,1,-0.851,0.851
32,1,0,2,2,832,0,-0.832,1,-0.851,0.851
32,0,0,1,1,567,0,-0.567,1,-0.851,0.851
32,1,0,2,2,622,0,-0.622,1,-0.851,0.851
32,0,1,3,1,687,1,0.687,1,-0.851,0.851
32,0,0,1,1,546,0,-0.546,1,-0.851,0.851
32,0,1,3,1,624,1,0.624,1,-0.851,0.851
32,1,1,4,2,535,1,0.535,1,-0.851,0.851
32,1,1,4,2,478,1,0.478,1,-0.851,0.851
32,0,1,3,1,641,1,0.641,1,-0.851,0.851
32,0,0,1,1,570,0,-0.57,1,-0.851,0.851
32,1,1,4,2,667,1,0.667,1,-0.851,0.851
32,0,0,1,1,716,0,-0.716,1,-0.851,0.851
32,1,1,4,2,621,1,0.621,1,-0.851,0.851
32,1,1,4,2,526,1,0.526,1,-0.851,0.851
32,0,0,1,1,672,0,-0.672,1,-0.851,0.851
32,0,1,3,1,545,1,0.545,1,-0.851,0.851
32,1,0,2,2,662,0,-0.662,1,-0.851,0.851
32,0,1,3,1,464,1,0.464,1,-0.851,0.851
32,0,0,1,1,646,0,-0.646,1,-0.851,0.851
32,0,0,1,1,739,0,-0.739,1,-0.851,0.851
32,1,0,2,2,660,0,-0.66,1,-0.851,0.851
32,1,1,4,2,675,1,0.675,1,-0.851,0.851
32,0,1,3,1,651,1,0.651,1,-0.851,0.851
32,0,1,3,1,791,1,0.791,1,-0.851,0.851
32,1,0,2,2,574,0,-0.574,1,-0.851,0.851
32,0,1,3,1,755,1,0.755,1,-0.851,0.851
32,1,0,2,2,622,0,-0.622,1,-0.851,0.851
32,1,0,2,2,599,0,-0.599,1,-0.851,0.851
32,1,1,4,2,663,1,0.663,1,-0.851,0.851
32,1,0,2,2,740,0,-0.74,1,-0.851,0.851
32,1,0,2,2,638,0,-0.638,1,-0.851,0.851
33,0,1,3,1,540,1,0.54,1,-0.851,0.851
33,0,0,1,1,597,0,-0.597,1,-0.851,0.851
33,0,0,1,1,545,1,0.545,1,-0.851,0.851
33,0,0,1,1,767,0,-0.767,1,-0.851,0.851
33,0,1,3,1,605,1,0.605,1,-0.851,0.851
33,1,0,2,2,575,0,-0.575,1,-0.851,0.851
33,0,1,3,1,489,1,0.489,1,-0.851,0.851
33,1,1,4,2,679,1,0.679,1,-0.851,0.851
