subject,race0W1B,object0NG1G,conditionRaceObj,conditionRace,rt,resp0DS1S,diffusionRT,ybin,lowerLim,upperLim
5,1,1,4,2,555,1,0.555,1,-0.851,0.851
5,1,1,4,2,565,1,0.565,1,-0.851,0.851
5,0,1,3,1,481,1,0.481,1,-0.851,0.851
5,0,1,3,1,554,1,0.554,1,-0.851,0.851
5,0,0,1,1,627,0,-0.627,1,-0.851,0.851
5,0,0,1,1,526,0,-0.526,1,-0.851,0.851
5,1,1,4,2,654,1,0.654,1,-0.851,0.851
5,1,0,2,2,542,0,-0.542,1,-0.851,0.851
5,1,1,4,2,541,1,0.541,1,-0.851,0.851
5,1,1,4,2,431,0,-0.431,1,-0.851,0.851
5,1,0,2,2,774,0,-0.774,1,-0.851,0.851
5,0,0,1,1,692,0,-0.692,1,-0.851,0.851
5,0,1,3,1,415,1,0.415,1,-0.851,0.851
5,0,1,3,1,674,1,0.674,1,-0.851,0.851
5,1,0,2,2,569,0,-0.569,1,-0.851,0.851
5,1,1,4,2,569,1,0.569,1,-0.851,0.851
5,1,0,2,2,553,0,-0.553,1,-0.851,0.851
5,1,0,2,2,562,0,-0.562,1,-0.851,0.851
5,1,1,4,2,570,1,0.57,1,-0.851,0.851
5,0,0,1,1,542,0,-0.542,1,-0.851,0.851
5,1,0,2,2,698,0,-0.698,1,-0.851,0.851
5,1,1,4,2,587,1,0.587,1,-0.851,0.851
5,0,1,3,1,509,1,0.509,1,-0.851,0.851
5,1,0,2,2,779,0,-0.779,1,-0.851,0.851
5,0,0,1,1,682,0,-0.682,1,-0.851,0.851
5,0,1,3,1,775,1,0.775,1,-0.851,0.851
5,0,1,3,1,580,1,0.58,1,-0.851,0.851
5,1,0,2,2,782,0,-0.782,1,-0.851,0.851
5,1,1,4,2,638,1,0.638,1,-0.851,0.851
5,1,0,2,2,683,0,-0.683,1,-0.851,0.851
5,1,0,2,2,820,0,-0.82,1,-0.851,0.851
5,0,1,3,1,572,1,0.572,1,-0.851,0.851
5,0,1,3,1,607,1,0.607,1,-0.851,0.851
5,1,0,2,2,581,0,-0.581,1,-0.851,0.851
5,0,0,1,1,628,0,-0.628,1,-0.851,0.851
5,0,1,3,1,818,1,0.818,1,-0.851,0.851
5,0,0,1,1,588,0,-0.588,1,-0.851,0.851
5,1,0,2,2,626,0,-0.626,1,-0.851,0.851
5,1,1,4,2,661,1,0.661,1,-0.851,0.851
5,1,0,2,2,556,0,-0.556,1,-0.851,0.851
5,0,0,1,1,590,0,-0.59,1,-0.851,0.851
5,1,0,2,2,616,0,-0.616,1,-0.851,0.851
5,0,0,1,1,656,0,-0.656,1,-0.851,0.851
5,0,0,1,1,688,0,-0.688,1,-0.851,0.851
5,0,1,3,1,582,1,0.582,1,-0.851,0.851
5,1,1,4,2,485,1,0.485,1,-0.851,0.851
5,1,1,4,2,443,1,0.443,1,-0.851,0.851
5,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
6,0,0,1,1,758,0,-0.758,1,-0.851,0.851
6,1,0,2,2,777,0,-0.777,1,-0.851,0.851
6,0,1,3,1,551,1,0.551,1,-0.851,0.851
6,0,1,3,1,NaN,NaN,NaN,2,-0.851,0.851
6,0,1,3,1,585,1,0.585,1,-0.851,0.851
6,1,1,4,2,719,0,-0.719,1,-0.851,0.851
6,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
6,0,0,1,1,694,0,-0.694,1,-0.851,0.851
6,1,1,4,2,NaN,NaN,NaN,2,-0.851,0.851
6,1,0,2,2,695,0,-0.695,1,-0.851,0.851
6,1,1,4,2,720,1,0.72,1,-0.851,0.851
6,0,0,1,1,693,0,-0.693,1,-0.851,0.851
6,1,1,4,2,487,1,0.487,1,-0.851,0.851
6,1,0,2,2,696,0,-0.696,1,-0.851,0.851
6,1,0,2,2,591,0,-0.591,1,-0.851,0.851
6,1,1,4,2,479,1,0.479,1,-0.851,0.851
6,1,1,4,2,454,1,0.454,1,-0.851,0.851
6,0,1,3,1,401,1,0.401,1,-0.851,0.851
6,0,1,3,1,602,1,0.602,1,-0.851,0.851
6,1,1,4,2,810,1,0.81,1,-0.851,0.851
6,1,1,4,2,487,1,0.487,1,-0.851,0.851
6,1,1,4,2,355,1,0.355,1,-0.851,0.851
6,0,1,3,1,386,1,0.386,1,-0.851,0.851
6,1,1,4,2,582,1,0.582,1,-0.851,0.851
6,1,0,2,2,549,0,-0.549,1,-0.851,0.851
6,0,1,3,1,612,1,0.612,1,-0.851,0.851
6,1,1,4,2,391,1,0.391,1,-0.851,0.851
6,1,0,2,2,827,0,-0.827,1,-0.851,0.851
6,0,0,1,1,834,0,-0.834,1,-0.851,0.851
6,1,0,2,2,656,0,-0.656,1,-0.851,0.851
6,1,0,2,2,639,0,-0.639,1,-0.851,0.851
6,0,1,3,1,787,1,0.787,1,-0.851,0.851
6,0,0,1,1,636,0,-0.636,1,-0.851,0.851
6,1,1,4,2,514,1,0.514,1,-0.851,0.851
6,0,1,3,1,555,1,0.555,1,-0.851,0.851
6,0,1,3,1,714,1,0.714,1,-0.851,0.851
6,0,0,1,1,670,0,-0.67,1,-0.851,0.851
6,0,1,3,1,472,1,0.472,1,-0.851,0.851
6,0,0,1,1,555,0,-0.555,1,-0.851,0.851
6,1,1,4,2,463,1,0.463,1,-0.851,0.851
6,1,1,4,2,582,1,0.582,1,-0.851,0.851
6,0,1,3,1,718,1,0.718,1,-0.851,0.851
6,0,0,1,1,480,0,-0.48,1,-0.851,0.851
6,1,0,2,2,589,0,-0.589,1,-0.851,0.851
6,0,1,3,1,671,1,0.671,1,-0.851,0.851
6,0,1,3,1,766,1,0.766,1,-0.851,0.851
6,0,0,1,1,753,0,-0.753,1,-0.851,0.851
6,0,0,1,1,768,0,-0.768,1,-0.851,0.851
6,1,1,4,2,452,1,0.452,1,-0.851,0.851
6,1,0,2,2,654,0,-0.654,1,-0.851,0.851
6,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
6,1,0,2,2,642,0,-0.642,1,-0.851,0.851
6,0,0,1,1,609,0,-0.609,1,-0.851,0.851
6,0,0,1,1,478,0,-0.478,1,-0.851,0.851
6,1,0,2,2,659,1,0.659,1,-0.851,0.851
6,0,0,1,1,640,0,-0.64,1,-0.851,0.851
6,0,0,1,1,584,0,-0.584,1,-0.851,0.851
6,0,1,3,1,431,1,0.431,1,-0.851,0.851
6,1,1,4,2,410,1,0.41,1,-0.851,0.851
6,0,1,3,1,486,1,0.486,1,-0.851,0.851
6,0,1,3,1,423,1,0.423,1,-0.851,0.851
6,1,1,4,2,463,1,0.463,1,-0.851,0.851
6,1,1,4,2,521,1,0.521,1,-0.851,0.851
6,0,0,1,1,628,0,-0.628,1,-0.851,0.851
6,1,0,2,2,643,0,-0.643,1,-0.851,0.851
6,0,0,1,1,581,1,0.581,1,-0.851,0.851
6,1,0,2,2,581,0,-0.581,1,-0.851,0.851
6,0,1,3,1,604,1,0.604,1,-0.851,0.851
6,1,1,4,2,424,1,0.424,1,-0.851,0.851
6,0,0,1,1,567,0,-0.567,1,-0.851,0.851
6,1,1,4,2,515,1,0.515,1,-0.851,0.851
6,1,0,2,2,744,0,-0.744,1,-0.851,0.851
6,0,0,1,1,580,0,-0.58,1,-0.851,0.851
6,1,0,2,2,577,0,-0.577,1,-0.851,0.851
6,0,1,3,1,590,1,0.59,1,-0.851,0.851
6,0,1,3,1,778,1,0.778,1,-0.851,0.851
6,1,1,4,2,507,1,0.507,1,-0.851,0.851
6,1,1,4,2,466,1,0.466,1,-0.851,0.851
6,0,1,3,1,479,1,0.479,1,-0.851,0.851
6,1,0,2,2,645,1,0.645,1,-0.851,0.851
6,0,0,1,1,626,0,-0.626,1,-0.851,0.851
6,0,1,3,1,570,1,0.57,1,-0.851,0.851
6,0,0,1,1,656,0,-0.656,1,-0.851,0.851
6,1,0,2,2,689,0,-0.689,1,-0.851,0.851
6,0,1,3,1,531,1,0.531,1,-0.851,0.851
6,0,0,1,1,676,0,-0.676,1,-0.851,0.851
6,1,0,2,2,636,0,-0.636,1,-0.851,0.851
6,1,0,2,2,620,0,-0.62,1,-0.851,0.851
6,0,0,1,1,678,0,-0.678,1,-0.851,0.851
6,1,1,4,2,498,1,0.498,1,-0.851,0.851
6,1,1,4,2,485,1,0.485,1,-0.851,0.851
6,1,0,2,2,567,0,-0.567,1,-0.851,0.851
6,0,1,3,1,511,1,0.511,1,-0.851,0.851
6,0,1,3,1,481,1,0.481,1,-0.851,0.851
6,0,0,1,1,539,0,-0.539,1,-0.851,0.851
6,1,0,2,2,507,0,-0.507,1,-0.851,0.851
6,1,0,2,2,514,0,-0.514,1,-0.851,0.851
6,1,0,2,2,490,0,-0.49,1,-0.851,0.851
6,1,1,4,2,559,1,0.559,1,-0.851,0.851
6,1,0,2,2,519,0,-0.519,1,-0.851,0.851
7,1,0,2,2,636,0,-0.636,1,-0.851,0.851
7,0,0,1,1,563,0,-0.563,1,-0.851,0.851
7,1,1,4,2,402,0,-0.402,1,-0.851,0.851
7,0,0,1,1,655,1,0.655,1,-0.851,0.851
7,1,1,4,2,534,1,0.534,1,-0.851,0.851
7,1,0,2,2,576,0,-0.576,1,-0.851,0.851
7,1,0,2,2,725,1,0.725,1,-0.851,0.851
7,1,1,4,2,445,1,0.445,1,-0.851,0.851
7,0,1,3,1,738,1,0.738,1,-0.851,0.851
7,0,1,3,1,463,1,0.463,1,-0.851,0.851
7,0,1,3,1,600,1,0.6,1,-0.851,0.851
7,1,1,4,2,612,1,0.612,1,-0.851,0.851
7,0,0,1,1,689,0,-0.689,1,-0.851,0.851
7,1,1,4,2,532,1,0.532,1,-0.851,0.851
7,0,1,3,1,544,1,0.544,1,-0.851,0.851
7,0,1,3,1,790,1,0.79,1,-0.851,0.851
7,1,0,2,2,640,0,-0.64,1,-0.851,0.851
7,1,0,2,2,664,1,0.664,1,-0.851,0.851
7,1,1,4,2,697,1,0.697,1,-0.851,0.851
7,1,1,4,2,610,1,0.61,1,-0.851,0.851
7,0,1,3,1,734,1,0.734,1,-0.851,0.851
7,1,0,2,2,NaN,NaN,NaN,2,-0.851,0.851
7,1,0,2,2,597,1,0.597,1,-0.851,0.851
7,1,0,2,2,614,0,-0.614,1,-0.851,0.851
7,0,0,1,1,630,1,0.63,1,-0.851,0.851
7,1,1,4,2,534,1,0.534,1,-0.851,0.851
7,0,0,1,1,590,0,-0.59,1,-0.851,0.851
7,1,1,4,2,554,1,0.554,1,-0.851,0.851
7,0,1,3,1,477,1,0.477,1,-0.851,0.851
7,0,1,3,1,616,1,0.616,1,-0.851,0.851
7,1,0,2,2,658,0,-0.658,1,-0.851,0.851
7,0,0,1,1,579,0,-0.579,1,-0.851,0.851
7,1,1,4,2,578,1,0.578,1,-0.851,0.851
7,0,0,1,1,610,0,-0.61,1,-0.851,0.851
7,1,0,2,2,680,0,-0.68,1,-0.851,0.851
7,0,0,1,1,611,0,-0.611,1,-0.851,0.851
7,1,0,2,2,589,0,-0.589,1,-0.851,0.851
7,1,0,2,2,641,0,-0.641,1,-0.851,0.851
7,1,1,4,2,501,1,0.501,1,-0.851,0.851
7,0,0,1,1,555,0,-0.555,1,-0.851,0.851
7,0,0,1,1,729,0,-0.729,1,-0.851,0.851
7,1,0,2,2,522,1,0.522,1,-0.851,0.851
7,1,0,2,2,568,0,-0.568,1,-0.851,0.851
7,1,1,4,2,399,0,-0.399,1,-0.851,0.851
7,0,1,3,1,637,1,0.637,1,-0.851,0.851
7,1,1,4,2,626,1,0.626,1,-0.851,0.851
7,0,1,3,1,504,1,0.504,1,-0.851,0.851
7,1,1,4,2,586,1,0.586,1,-0.851,0.851
7,1,0,2,2,613,0,-0.613,1,-0.851,0.851
7,0,1,3,1,626,1,0.626,1,-0.851,0.851
7,0,0,1,1,534,0,-0.534,1,-0.851,0.851
7,1,0,2,2,602,0,-0.602,1,-0.851,0.851
7,1,1,4,2,530,1,0.53,1,-0.851,0.851
7,1,1,4,2,591,1,0.591,1,-0.851,0.851
7,1,0,2,2,708,0,-0.708,1,-0.851,0.851
7,0,1,3,1,666,1,0.666,1,-0.851,0.851
7,1,1,4,2,603,1,0.603,1,-0.851,0.851
7,0,0,1,1,663,0,-0.663,1,-0.851,0.851
7,0,1,3,1,491,1,0.491,1,-0.851,0.851
7,0,1,3,1,529,1,0.529,1,-0.851,0.851
7,0,1,3,1,552,1,0.552,1,-0.851,0.851
7,0,0,1,1,635,0,-0.635,1,-0.851,0.851
7,0,0,1,1,757,0,-0.757,1,-0.851,0.851
7,1,1,4,2,562,1,0.562,1,-0.851,0.851
7,1,0,2,2,663,0,-0.663,1,-0.851,0.851
7,1,0,2,2,652,0,-0.652,1,-0.851,0.851
7,1,0,2,2,490,0,-0.49,1,-0.851,0.851
7,0,1,3,1,571,1,0.571,1,-0.851,0.851
7,1,0,2,2,560,0,-0.56,1,-0.851,0.851
7,1,1,4,2,423,1,0.423,1,-0.851,0.851
7,0,0,1,1,NaN,NaN,NaN,2,-0.851,0.851
7,1,0,2,2,512,1,0.512,1,-0.851,0.851
7,0,1,3,1,569,1,0.569,1,-0.851,0.851
7,1,1,4,2,482,0,-0.482,1,-0.851,0.851
7,1,0,2,2,578,1,0.578,1,-0.851,0.851
7,1,1,4,2,509,1,0.509,1,-0.851,0.851
7,0,0,1,1,408,1,0.408,1,-0.851,0.851
7,0,0,1,1,718,0,-0.718,1,-0.851,0.851
7,1,1,4,2,512,0,-0.512,1,-0.851,0.851
7,0,0,1,1,630,0,-0.63,1,-0.851,0.851
7,1,1,4,2,556,1,0.556,1,-0.851,0.851
7,0,0,1,1,500,0,-0.5,1,-0.851,0.851
7,0,0,1,1,632,0,-0.632,1,-0.851,0.851
7,0,1,3,1,505,1,0.505,1,-0.851,0.851
7,1,0,2,2,496,0,-0.496,1,-0.851,0.851
7,1,0,2,2,615,0,-0.615,1,-0.851,0.851
7,0,0,1,1,471,0,-0.471,1,-0.851,0.851
7,0,1,3,1,599,1,0.599,1,-0.851,0.851
7,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
7,1,1,4,2,502,1,0.502,1,-0.851,0.851
7,0,0,1,1,591,0,-0.591,1,-0.851,0.851
7,1,1,4,2,590,0,-0.59,1,-0.851,0.851
7,0,1,3,1,450,1,0.45,1,-0.851,0.851
7,0,1,3,1,459,1,0.459,1,-0.851,0.851
7,0,1,3,1,493,0,-0.493,1,-0.851,0.851
7,0,1,3,1,540,0,-0.54,1,-0.851,0.851
7,0,0,1,1,694,0,-0.694,1,-0.851,0.851
7,0,1,3,1,789,1,0.789,1,-0.851,0.851
7,0,0,1,1,554,0,-0.554,1,-0.851,0.851
7,0,1,3,1,448,1,0.448,1,-0.851,0.851
8,1,1,4,2,620,1,0.62,1,-0.851,0.851
8,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
8,0,1,3,1,586,1,0.586,1,-0.851,0.851
8,0,0,1,1,804,0,-0.804,1,-0.851,0.851
8,0,1,3,1,539,1,0.539,1,-0.851,0.851
8,0,1,3,1,648,1,0.648,1,-0.851,0.851
8,0,0,1,1,616,0,-0.616,1,-0.851,0.851
8,0,0,1,1,511,0,-0.511,1,-0.851,0.851
8,0,1,3,1,499,1,0.499,1,-0.851,0.851
8,1,0,2,2,580,0,-0.58,1,-0.851,0.851
8,1,0,2,2,557,0,-0.557,1,-0.851,0.851
8,1,1,4,2,565,1,0.565,1,-0.851,0.851
8,1,0,2,2,779,1,0.779,1,-0.851,0.851
8,1,0,2,2,736,0,-0.736,1,-0.851,0.851
8,1,1,4,2,758,1,0.758,1,-0.851,0.851
8,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
8,0,0,1,1,549,0,-0.549,1,-0.851,0.851
8,1,1,4,2,630,1,0.63,1,-0.851,0.851
8,1,1,4,2,612,1,0.612,1,-0.851,0.851
8,0,1,3,1,703,1,0.703,1,-0.851,0.851
8,0,0,1,1,780,0,-0.78,1,-0.851,0.851
8,0,1,3,1,563,1,0.563,1,-0.851,0.851
8,0,1,3,1,469,1,0.469,1,-0.851,0.851
8,1,0,2,2,652,0,-0.652,1,-0.851,0.851
8,1,1,4,2,531,1,0.531,1,-0.851,0.851
8,1,0,2,2,641,0,-0.641,1,-0.851,0.851
8,1,1,4,2,532,1,0.532,1,-0.851,0.851
8,1,0,2,2,684,0,-0.684,1,-0.851,0.851
8,1,0,2,2,507,0,-0.507,1,-0.851,0.851
8,0,0,1,1,587,0,-0.587,1,-0.851,0.851
8,1,1,4,2,589,1,0.589,1,-0.851,0.851
8,1,0,2,2,577,0,-0.577,1,-0.851,0.851
8,0,0,1,1,718,0,-0.718,1,-0.851,0.851
8,1,0,2,2,815,0,-0.815,1,-0.851,0.851
8,0,0,1,1,612,0,-0.612,1,-0.851,0.851
8,1,0,2,2,494,0,-0.494,1,-0.851,0.851
8,0,1,3,1,566,1,0.566,1,-0.851,0.851
8,0,0,1,1,525,0,-0.525,1,-0.851,0.851
8,1,1,4,2,724,1,0.724,1,-0.851,0.851
8,1,1,4,2,647,1,0.647,1,-0.851,0.851
8,0,0,1,1,576,0,-0.576,1,-0.851,0.851
8,1,0,2,2,573,0,-0.573,1,-0.851,0.851
8,0,0,1,1,544,0,-0.544,1,-0.851,0.851
8,0,1,3,1,526,1,0.526,1,-0.851,0.851
8,1,1,4,2,588,0,-0.588,1,-0.851,0.851
8,0,0,1,1,540,0,-0.54,1,-0.851,0.851
8,0,1,3,1,536,1,0.536,1,-0.851,0.851
8,0,0,1,1,581,0,-0.581,1,-0.851,0.851
8,0,1,3,1,557,1,0.557,1,-0.851,0.851
8,0,1,3,1,629,1,0.629,1,-0.851,0.851
8,0,0,1,1,627,0,-0.627,1,-0.851,0.851
8,1,1,4,2,580,1,0.58,1,-0.851,0.851
8,0,0,1,1,633,0,-0.633,1,-0.851,0.851
8,1,1,4,2,613,1,0.613,1,-0.851,0.851
8,1,0,2,2,686,0,-0.686,1,-0.851,0.851
8,0,1,3,1,625,1,0.625,1,-0.851,0.851
8,1,0,2,2,682,0,-0.682,1,-0.851,0.851
8,1,0,2,2,608,0,-0.608,1,-0.851,0.851
8,0,1,3,1,790,1,0.79,1,-0.851,0.851
8,0,1,3,1,717,1,0.717,1,-0.851,0.851
8,1,0,2,2,783,0,-0.783,1,-0.851,0.851
8,0,0,1,1,571,0,-0.571,1,-0.851,0.851
8,1,1,4,2,512,1,0.512,1,-0.851,0.851
8,1,1,4,2,581,1,0.581,1,-0.851,0.851
8,1,0,2,2,655,0,-0.655,1,-0.851,0.851
8,1,1,4,2,526,1,0.526,1,-0.851,0.851
8,1,1,4,2,551,1,0.551,1,-0.851,0.851
8,1,1,4,2,628,1,0.628,1,-0.851,0.851
8,1,1,4,2,595,1,0.595,1,-0.851,0.851
8,1,1,4,2,524,1,0.524,1,-0.851,0.851
8,0,0,1,1,615,0,-0.615,1,-0.851,0.851
8,1,0,2,2,555,0,-0.555,1,-0.851,0.851
8,1,1,4,2,575,1,0.575,1,-0.851,0.851
8,1,0,2,2,554,0,-0.554,1,-0.851,0.851
8,0,1,3,1,632,1,0.632,1,-0.851,0.851
8,0,0,1,1,720,0,-0.72,1,-0.851,0.851
8,0,1,3,1,671,1,0.671,1,-0.851,0.851
8,1,0,2,2,585,0,-0.585,1,-0.851,0.851
8,1,1,4,2,574,1,0.574,1,-0.851,0.851
8,1,0,2,2,645,0,-0.645,1,-0.851,0.851
8,0,1,3,1,686,1,0.686,1,-0.851,0.851
8,1,0,2,2,670,0,-0.67,1,-0.851,0.851
8,0,0,1,1,581,0,-0.581,1,-0.851,0.851
8,0,1,3,1,522,1,0.522,1,-0.851,0.851
8,1,1,4,2,608,1,0.608,1,-0.851,0.851
8,0,1,3,1,544,1,0.544,1,-0.851,0.851
8,1,0,2,2,648,0,-0.648,1,-0.851,0.851
8,0,0,1,1,613,0,-0.613,1,-0.851,0.851
8,0,1,3,1,660,1,0.66,1,-0.851,0.851
8,1,1,4,2,782,1,0.782,1,-0.851,0.851
8,0,0,1,1,714,0,-0.714,1,-0.851,0.851
8,1,0,2,2,567,0,-0.567,1,-0.851,0.851
8,0,1,3,1,800,1,0.8,1,-0.851,0.851
8,1,1,4,2,729,1,0.729,1,-0.851,0.851
8,0,0,1,1,630,0,-0.63,1,-0.851,0.851
8,0,0,1,1,769,0,-0.769,1,-0.851,0.851
8,0,1,3,1,651,1,0.651,1,-0.851,0.851
8,0,0,1,1,533,0,-0.533,1,-0.851,0.851
8,0,1,3,1,619,1,0.619,1,-0.851,0.851
8,0,1,3,1,611,1,0.611,1,-0.851,0.851
9,1,1,4,2,497,1,0.497,1,-0.851,0.851
9,0,0,1,1,549,0,-0.549,1,-0.851,0.851
9,1,1,4,2,513,1,0.513,1,-0.851,0.851
9,0,1,3,1,491,1,0.491,1,-0.851,0.851
9,0,1,3,1,449,1,0.449,1,-0.851,0.851
9,1,0,2,2,829,0,-0.829,1,-0.851,0.851
9,1,1,4,2,577,1,0.577,1,-0.851,0.851
9,0,0,1,1,660,0,-0.66,1,-0.851,0.851
9,0,0,1,1,673,0,-0.673,1,-0.851,0.851
9,0,0,1,1,618,0,-0.618,1,-0.851,0.851
9,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
9,0,1,3,1,559,1,0.559,1,-0.851,0.851
9,0,1,3,1,771,1,0.771,1,-0.851,0.851
9,0,0,1,1,608,0,-0.608,1,-0.851,0.851
9,1,0,2,2,575,0,-0.575,1,-0.851,0.851
9,0,1,3,1,726,1,0.726,1,-0.851,0.851
9,0,0,1,1,567,0,-0.567,1,-0.851,0.851
9,0,1,3,1,556,1,0.556,1,-0.851,0.851
9,1,0,2,2,545,0,-0.545,1,-0.851,0.851
9,1,0,2,2,548,0,-0.548,1,-0.851,0.851
9,0,0,1,1,655,0,-0.655,1,-0.851,0.851
9,1,0,2,2,687,0,-0.687,1,-0.851,0.851
9,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
9,1,0,2,2,651,0,-0.651,1,-0.851,0.851
9,1,0,2,2,711,0,-0.711,1,-0.851,0.851
9,1,1,4,2,594,1,0.594,1,-0.851,0.851
9,0,1,3,1,603,1,0.603,1,-0.851,0.851
9,1,1,4,2,552,1,0.552,1,-0.851,0.851
9,1,1,4,2,632,1,0.632,1,-0.851,0.851
9,1,0,2,2,565,0,-0.565,1,-0.851,0.851
9,1,1,4,2,491,1,0.491,1,-0.851,0.851
9,0,0,1,1,506,0,-0.506,1,-0.851,0.851
9,0,0,1,1,708,0,-0.708,1,-0.851,0.851
9,1,0,2,2,608,0,-0.608,1,-0.851,0.851
9,1,1,4,2,502,1,0.502,1,-0.851,0.851
9,1,1,4,2,570,1,0.57,1,-0.851,0.851
9,0,0,1,1,592,0,-0.592,1,-0.851,0.851
9,1,1,4,2,620,1,0.62,1,-0.851,0.851
9,0,0,1,1,555,0,-0.555,1,-0.851,0.851
9,0,1,3,1,534,1,0.534,1,-0.851,0.851
9,0,0,1,1,606,1,0.606,1,-0.851,0.851
9,1,1,4,2,649,1,0.649,1,-0.851,0.851
9,0,1,3,1,665,1,0.665,1,-0.851,0.851
9,1,1,4,2,610,1,0.61,1,-0.851,0.851
9,0,1,3,1,628,0,-0.628,1,-0.851,0.851
9,0,0,1,1,687,0,-0.687,1,-0.851,0.851
9,1,0,2,2,694,0,-0.694,1,-0.851,0.851
9,0,1,3,1,582,1,0.582,1,-0.851,0.851
9,0,0,1,1,647,0,-0.647,1,-0.851,0.851
9,0,0,1,1,615,0,-0.615,1,-0.851,0.851
9,1,0,2,2,589,0,-0.589,1,-0.851,0.851
9,0,1,3,1,827,1,0.827,1,-0.851,0.851
9,1,0,2,2,589,0,-0.589,1,-0.851,0.851
9,0,1,3,1,592,1,0.592,1,-0.851,0.851
9,0,1,3,1,620,1,0.62,1,-0.851,0.851
9,0,1,3,1,602,1,0.602,1,-0.851,0.851
9,0,1,3,1,557,1,0.557,1,-0.851,0.851
9,1,1,4,2,485,1,0.485,1,-0.851,0.851
9,1,0,2,2,662,0,-0.662,1,-0.851,0.851
9,0,1,3,1,492,1,0.492,1,-0.851,0.851
9,1,0,2,2,635,0,-0.635,1,-0.851,0.851
9,1,0,2,2,652,0,-0.652,1,-0.851,0.851
9,1,0,2,2,572,0,-0.572,1,-0.851,0.851
9,0,0,1,1,667,0,-0.667,1,-0.851,0.851
9,1,0,2,2,636,0,-0.636,1,-0.851,0.851
9,1,0,2,2,679,0,-0.679,1,-0.851,0.851
9,0,1,3,1,553,1,0.553,1,-0.851,0.851
9,1,1,4,2,594,1,0.594,1,-0.851,0.851
9,1,1,4,2,785,1,0.785,1,-0.851,0.851
9,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
9,0,0,1,1,684,0,-0.684,1,-0.851,0.851
9,0,0,1,1,620,0,-0.62,1,-0.851,0.851
9,0,0,1,1,524,0,-0.524,1,-0.851,0.851
9,1,0,2,2,718,0,-0.718,1,-0.851,0.851
9,1,0,2,2,510,0,-0.51,1,-0.851,0.851
9,1,1,4,2,582,1,0.582,1,-0.851,0.851
9,0,1,3,1,486,1,0.486,1,-0.851,0.851
9,0,0,1,1,489,0,-0.489,1,-0.851,0.851
9,0,1,3,1,541,1,0.541,1,-0.851,0.851
9,1,1,4,2,565,1,0.565,1,-0.851,0.851
9,1,0,2,2,507,0,-0.507,1,-0.851,0.851
9,0,1,3,1,729,1,0.729,1,-0.851,0.851
9,1,1,4,2,663,1,0.663,1,-0.851,0.851
9,1,0,2,2,730,0,-0.73,1,-0.851,0.851
9,0,1,3,1,543,1,0.543,1,-0.851,0.851
9,0,1,3,1,576,1,0.576,1,-0.851,0.851
9,0,1,3,1,588,1,0.588,1,-0.851,0.851
9,0,0,1,1,640,0,-0.64,1,-0.851,0.851
9,1,1,4,2,575,1,0.575,1,-0.851,0.851
9,1,0,2,2,566,0,-0.566,1,-0.851,0.851
9,1,1,4,2,491,1,0.491,1,-0.851,0.851
9,0,1,3,1,516,1,0.516,1,-0.851,0.851
9,1,0,2,2,437,0,-0.437,1,-0.851,0.851
9,1,1,4,2,550,1,0.55,1,-0.851,0.851
9,0,0,1,1,498,0,-0.498,1,-0.851,0.851
9,1,1,4,2,484,1,0.484,1,-0.851,0.851
9,1,1,4,2,610,1,0.61,1,-0.851,0.851
9,1,0,2,2,647,0,-0.647,1,-0.851,0.851
9,1,1,4,2,477,1,0.477,1,-0.851,0.851
9,1,1,4,2,499,1,0.499,1,-0.851,0.851
10,1,1,4,2,377,1,0.377,1,-0.851,0.851
10,0,1,3,1,390,1,0.39,1,-0.851,0.851
10,1,0,2,2,563,0,-0.563,1,-0.851,0.851
10,1,1,4,2,485,1,0.485,1,-0.851,0.851
10,0,0,1,1,569,0,-0.569,1,-0.851,0.851
10,0,1,3,1,478,1,0.478,1,-0.851,0.851
10,0,1,3,1,473,1,0.473,1,-0.851,0.851
10,1,1,4,2,544,1,0.544,1,-0.851,0.851
10,0,0,1,1,609,0,-0.609,1,-0.851,0.851
10,0,1,3,1,459,1,0.459,1,-0.851,0.851
10,1,1,4,2,567,1,0.567,1,-0.851,0.851
10,1,0,2,2,723,0,-0.723,1,-0.851,0.851
10,0,1,3,1,446,1,0.446,1,-0.851,0.851
10,0,0,1,1,628,1,0.628,1,-0.851,0.851
10,1,0,2,2,647,0,-0.647,1,-0.851,0.851
10,1,1,4,2,464,1,0.464,1,-0.851,0.851
10,1,0,2,2,595,0,-0.595,1,-0.851,0.851
10,1,1,4,2,482,1,0.482,1,-0.851,0.851
10,0,0,1,1,502,0,-0.502,1,-0.851,0.851
10,1,0,2,2,777,0,-0.777,1,-0.851,0.851
10,1,1,4,2,509,1,0.509,1,-0.851,0.851
10,1,1,4,2,467,1,0.467,1,-0.851,0.851
10,1,0,2,2,617,0,-0.617,1,-0.851,0.851
