Subject,Context1Safe2Danger,Race012B,Object0NG1G,RaceObject,Race1W2B,RT,Resp0NS1Sh,DiffusionRT,ybin,lower,upper
61,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
61,0,0,0,1,1,515,0,-0.515,1,-0.631,0.631
61,0,1,0,2,2,521,0,-0.521,1,-0.631,0.631
61,0,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
61,0,1,1,4,2,416,0,-0.416,1,-0.631,0.631
61,0,0,0,1,1,NaN,NaN,NaN,2,-0.631,0.631
61,0,0,1,3,1,459,1,0.459,1,-0.631,0.631
61,0,0,1,3,1,564,0,-0.564,1,-0.631,0.631
61,0,1,1,4,2,506,1,0.506,1,-0.631,0.631
61,0,1,1,4,2,523,1,0.523,1,-0.631,0.631
61,0,0,1,3,1,423,1,0.423,1,-0.631,0.631
61,0,0,0,1,1,NaN,NaN,NaN,2,-0.631,0.631
61,0,0,1,3,1,484,1,0.484,1,-0.631,0.631
61,0,1,1,4,2,491,1,0.491,1,-0.631,0.631
61,0,0,1,3,1,404,1,0.404,1,-0.631,0.631
61,0,0,1,3,1,454,1,0.454,1,-0.631,0.631
61,0,0,0,1,1,540,0,-0.54,1,-0.631,0.631
61,0,0,0,1,1,536,0,-0.536,1,-0.631,0.631
61,0,0,0,1,1,563,0,-0.563,1,-0.631,0.631
61,0,1,1,4,2,463,1,0.463,1,-0.631,0.631
61,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
61,0,1,0,2,2,508,1,0.508,1,-0.631,0.631
61,0,1,1,4,2,373,1,0.373,1,-0.631,0.631
61,0,1,1,4,2,555,1,0.555,1,-0.631,0.631
61,0,0,1,3,1,486,1,0.486,1,-0.631,0.631
61,0,0,1,3,1,500,1,0.5,1,-0.631,0.631
61,0,1,1,4,2,344,1,0.344,1,-0.631,0.631
61,0,1,1,4,2,424,1,0.424,1,-0.631,0.631
61,0,0,0,1,1,583,0,-0.583,1,-0.631,0.631
61,0,0,0,1,1,581,0,-0.581,1,-0.631,0.631
61,0,1,0,2,2,577,0,-0.577,1,-0.631,0.631
61,0,1,1,4,2,427,1,0.427,1,-0.631,0.631
61,0,1,0,2,2,523,0,-0.523,1,-0.631,0.631
61,0,1,1,4,2,520,1,0.52,1,-0.631,0.631
61,0,0,0,1,1,497,0,-0.497,1,-0.631,0.631
61,0,1,1,4,2,489,1,0.489,1,-0.631,0.631
61,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
61,0,1,1,4,2,399,1,0.399,1,-0.631,0.631
61,0,0,0,1,1,480,1,0.48,1,-0.631,0.631
61,0,0,1,3,1,558,1,0.558,1,-0.631,0.631
61,0,1,1,4,2,516,1,0.516,1,-0.631,0.631
61,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
61,0,0,0,1,1,580,0,-0.58,1,-0.631,0.631
61,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
61,0,1,0,2,2,436,1,0.436,1,-0.631,0.631
61,0,0,0,1,1,522,0,-0.522,1,-0.631,0.631
61,0,0,1,3,1,416,0,-0.416,1,-0.631,0.631
61,0,1,0,2,2,593,0,-0.593,1,-0.631,0.631
61,0,1,0,2,2,621,0,-0.621,1,-0.631,0.631
61,0,1,1,4,2,528,1,0.528,1,-0.631,0.631
61,0,1,1,4,2,469,1,0.469,1,-0.631,0.631
61,0,1,1,4,2,450,1,0.45,1,-0.631,0.631
61,0,0,0,1,1,524,0,-0.524,1,-0.631,0.631
61,0,1,0,2,2,557,0,-0.557,1,-0.631,0.631
61,0,1,0,2,2,461,0,-0.461,1,-0.631,0.631
61,0,0,1,3,1,576,1,0.576,1,-0.631,0.631
61,0,0,1,3,1,513,1,0.513,1,-0.631,0.631
61,0,0,1,3,1,416,0,-0.416,1,-0.631,0.631
61,0,0,0,1,1,523,0,-0.523,1,-0.631,0.631
61,0,0,0,1,1,540,0,-0.54,1,-0.631,0.631
61,0,0,0,1,1,624,0,-0.624,1,-0.631,0.631
61,0,0,1,3,1,510,0,-0.51,1,-0.631,0.631
61,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
61,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
61,0,0,1,3,1,422,1,0.422,1,-0.631,0.631
61,0,0,1,3,1,430,1,0.43,1,-0.631,0.631
62,1,1,0,2,2,563,0,-0.563,1,-0.631,0.631
62,1,0,0,1,1,506,0,-0.506,1,-0.631,0.631
62,1,1,1,4,2,483,1,0.483,1,-0.631,0.631
62,1,1,0,2,2,525,0,-0.525,1,-0.631,0.631
62,1,1,0,2,2,508,1,0.508,1,-0.631,0.631
62,1,0,1,3,1,421,1,0.421,1,-0.631,0.631
62,1,1,1,4,2,511,1,0.511,1,-0.631,0.631
62,1,0,1,3,1,513,1,0.513,1,-0.631,0.631
62,1,1,0,2,2,487,1,0.487,1,-0.631,0.631
62,1,1,1,4,2,452,1,0.452,1,-0.631,0.631
62,1,0,1,3,1,371,1,0.371,1,-0.631,0.631
62,1,1,1,4,2,379,1,0.379,1,-0.631,0.631
62,1,1,0,2,2,588,0,-0.588,1,-0.631,0.631
62,1,1,1,4,2,503,1,0.503,1,-0.631,0.631
62,1,0,0,1,1,595,1,0.595,1,-0.631,0.631
62,1,0,1,3,1,481,1,0.481,1,-0.631,0.631
62,1,1,1,4,2,436,1,0.436,1,-0.631,0.631
62,1,1,0,2,2,479,0,-0.479,1,-0.631,0.631
62,1,0,0,1,1,532,0,-0.532,1,-0.631,0.631
62,1,0,1,3,1,437,1,0.437,1,-0.631,0.631
62,1,0,1,3,1,496,1,0.496,1,-0.631,0.631
62,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
62,1,1,0,2,2,372,1,0.372,1,-0.631,0.631
62,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
62,1,0,1,3,1,355,1,0.355,1,-0.631,0.631
62,1,1,1,4,2,359,1,0.359,1,-0.631,0.631
62,1,0,1,3,1,626,1,0.626,1,-0.631,0.631
62,1,0,1,3,1,337,1,0.337,1,-0.631,0.631
62,1,1,1,4,2,433,1,0.433,1,-0.631,0.631
62,1,1,0,2,2,500,0,-0.5,1,-0.631,0.631
62,1,0,0,1,1,398,1,0.398,1,-0.631,0.631
62,1,1,0,2,2,577,0,-0.577,1,-0.631,0.631
62,1,0,0,1,1,431,0,-0.431,1,-0.631,0.631
62,1,0,0,1,1,428,1,0.428,1,-0.631,0.631
62,1,1,1,4,2,379,1,0.379,1,-0.631,0.631
62,1,0,0,1,1,405,0,-0.405,1,-0.631,0.631
62,1,0,1,3,1,552,1,0.552,1,-0.631,0.631
62,1,0,0,1,1,485,0,-0.485,1,-0.631,0.631
62,1,1,0,2,2,385,0,-0.385,1,-0.631,0.631
62,1,0,1,3,1,349,1,0.349,1,-0.631,0.631
62,1,1,0,2,2,598,0,-0.598,1,-0.631,0.631
62,1,1,0,2,2,434,0,-0.434,1,-0.631,0.631
62,1,0,1,3,1,378,1,0.378,1,-0.631,0.631
62,1,1,1,4,2,434,1,0.434,1,-0.631,0.631
62,1,0,0,1,1,412,0,-0.412,1,-0.631,0.631
62,1,1,0,2,2,443,0,-0.443,1,-0.631,0.631
62,1,1,1,4,2,506,1,0.506,1,-0.631,0.631
62,1,0,0,1,1,401,0,-0.401,1,-0.631,0.631
62,1,1,0,2,2,476,0,-0.476,1,-0.631,0.631
62,1,1,0,2,2,540,1,0.54,1,-0.631,0.631
62,1,1,1,4,2,578,0,-0.578,1,-0.631,0.631
62,1,0,0,1,1,487,0,-0.487,1,-0.631,0.631
62,1,0,1,3,1,538,1,0.538,1,-0.631,0.631
62,1,0,1,3,1,565,1,0.565,1,-0.631,0.631
62,1,0,1,3,1,434,1,0.434,1,-0.631,0.631
62,1,0,1,3,1,436,1,0.436,1,-0.631,0.631
62,1,1,1,4,2,388,1,0.388,1,-0.631,0.631
62,1,0,0,1,1,481,0,-0.481,1,-0.631,0.631
62,1,0,0,1,1,448,1,0.448,1,-0.631,0.631
62,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
62,1,0,0,1,1,553,0,-0.553,1,-0.631,0.631
62,1,0,0,1,1,551,0,-0.551,1,-0.631,0.631
62,1,0,1,3,1,441,1,0.441,1,-0.631,0.631
62,1,1,1,4,2,501,1,0.501,1,-0.631,0.631
62,1,0,1,3,1,392,1,0.392,1,-0.631,0.631
62,1,1,1,4,2,549,1,0.549,1,-0.631,0.631
62,1,0,0,1,1,535,0,-0.535,1,-0.631,0.631
62,1,0,0,1,1,557,0,-0.557,1,-0.631,0.631
62,1,1,1,4,2,334,1,0.334,1,-0.631,0.631
62,1,1,0,2,2,446,0,-0.446,1,-0.631,0.631
62,1,0,0,1,1,557,0,-0.557,1,-0.631,0.631
62,1,1,0,2,2,329,1,0.329,1,-0.631,0.631
62,1,0,1,3,1,410,1,0.41,1,-0.631,0.631
62,1,1,1,4,2,502,1,0.502,1,-0.631,0.631
62,1,1,1,4,2,528,1,0.528,1,-0.631,0.631
62,1,0,1,3,1,439,1,0.439,1,-0.631,0.631
62,1,1,0,2,2,496,0,-0.496,1,-0.631,0.631
62,1,1,1,4,2,375,1,0.375,1,-0.631,0.631
62,1,1,1,4,2,367,1,0.367,1,-0.631,0.631
62,1,1,0,2,2,521,0,-0.521,1,-0.631,0.631
63,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
63,0,0,0,1,1,627,0,-0.627,1,-0.631,0.631
63,0,1,0,2,2,569,0,-0.569,1,-0.631,0.631
63,0,0,1,3,1,422,1,0.422,1,-0.631,0.631
63,0,0,1,3,1,425,1,0.425,1,-0.631,0.631
63,0,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
63,0,0,1,3,1,507,1,0.507,1,-0.631,0.631
63,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
63,0,1,0,2,2,590,0,-0.59,1,-0.631,0.631
63,0,1,0,2,2,563,1,0.563,1,-0.631,0.631
63,0,1,0,2,2,488,0,-0.488,1,-0.631,0.631
63,0,1,1,4,2,580,1,0.58,1,-0.631,0.631
63,0,0,0,1,1,500,0,-0.5,1,-0.631,0.631
63,0,0,1,3,1,488,1,0.488,1,-0.631,0.631
63,0,1,0,2,2,580,0,-0.58,1,-0.631,0.631
63,0,1,0,2,2,462,0,-0.462,1,-0.631,0.631
63,0,1,1,4,2,454,1,0.454,1,-0.631,0.631
63,0,0,1,3,1,486,1,0.486,1,-0.631,0.631
63,0,0,1,3,1,523,0,-0.523,1,-0.631,0.631
63,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
63,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
63,0,1,1,4,2,443,1,0.443,1,-0.631,0.631
63,0,1,0,2,2,517,0,-0.517,1,-0.631,0.631
63,0,0,1,3,1,511,1,0.511,1,-0.631,0.631
63,0,0,0,1,1,591,0,-0.591,1,-0.631,0.631
63,0,1,1,4,2,429,1,0.429,1,-0.631,0.631
63,0,1,1,4,2,474,1,0.474,1,-0.631,0.631
63,0,1,1,4,2,369,1,0.369,1,-0.631,0.631
63,0,1,1,4,2,476,1,0.476,1,-0.631,0.631
63,0,1,0,2,2,467,1,0.467,1,-0.631,0.631
63,0,1,1,4,2,502,1,0.502,1,-0.631,0.631
63,0,1,0,2,2,476,1,0.476,1,-0.631,0.631
63,0,1,1,4,2,536,1,0.536,1,-0.631,0.631
63,0,0,0,1,1,541,0,-0.541,1,-0.631,0.631
63,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
63,0,1,0,2,2,591,0,-0.591,1,-0.631,0.631
63,0,1,1,4,2,584,1,0.584,1,-0.631,0.631
63,0,1,1,4,2,604,1,0.604,1,-0.631,0.631
63,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
63,0,0,0,1,1,546,0,-0.546,1,-0.631,0.631
63,0,1,1,4,2,536,1,0.536,1,-0.631,0.631
63,0,0,1,3,1,462,1,0.462,1,-0.631,0.631
63,0,1,0,2,2,536,0,-0.536,1,-0.631,0.631
63,0,0,0,1,1,551,0,-0.551,1,-0.631,0.631
63,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
63,0,0,0,1,1,591,0,-0.591,1,-0.631,0.631
63,0,1,1,4,2,522,1,0.522,1,-0.631,0.631
63,0,0,1,3,1,425,1,0.425,1,-0.631,0.631
63,0,1,1,4,2,476,1,0.476,1,-0.631,0.631
63,0,0,0,1,1,619,0,-0.619,1,-0.631,0.631
63,0,0,1,3,1,568,1,0.568,1,-0.631,0.631
63,0,1,0,2,2,598,0,-0.598,1,-0.631,0.631
63,0,0,1,3,1,522,1,0.522,1,-0.631,0.631
63,0,0,1,3,1,480,1,0.48,1,-0.631,0.631
63,0,0,1,3,1,497,1,0.497,1,-0.631,0.631
63,0,0,0,1,1,500,0,-0.5,1,-0.631,0.631
63,0,1,1,4,2,468,1,0.468,1,-0.631,0.631
63,0,0,0,1,1,618,0,-0.618,1,-0.631,0.631
63,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
63,0,0,0,1,1,491,0,-0.491,1,-0.631,0.631
63,0,1,1,4,2,464,1,0.464,1,-0.631,0.631
63,0,1,0,2,2,518,0,-0.518,1,-0.631,0.631
63,0,0,1,3,1,529,1,0.529,1,-0.631,0.631
63,0,1,1,4,2,550,1,0.55,1,-0.631,0.631
63,0,0,0,1,1,518,0,-0.518,1,-0.631,0.631
63,0,0,1,3,1,489,1,0.489,1,-0.631,0.631
63,0,0,0,1,1,528,0,-0.528,1,-0.631,0.631
63,0,0,0,1,1,549,0,-0.549,1,-0.631,0.631
63,0,0,0,1,1,559,0,-0.559,1,-0.631,0.631
63,0,0,1,3,1,585,1,0.585,1,-0.631,0.631
63,0,1,0,2,2,551,0,-0.551,1,-0.631,0.631
63,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
63,0,0,0,1,1,570,0,-0.57,1,-0.631,0.631
63,0,0,0,1,1,591,0,-0.591,1,-0.631,0.631
63,0,0,0,1,1,587,0,-0.587,1,-0.631,0.631
63,0,0,1,3,1,513,1,0.513,1,-0.631,0.631
63,0,0,1,3,1,616,1,0.616,1,-0.631,0.631
63,0,1,0,2,2,508,0,-0.508,1,-0.631,0.631
63,0,1,1,4,2,506,1,0.506,1,-0.631,0.631
63,0,0,1,3,1,534,1,0.534,1,-0.631,0.631
64,1,0,0,1,1,491,0,-0.491,1,-0.631,0.631
64,1,0,0,1,1,573,0,-0.573,1,-0.631,0.631
64,1,0,1,3,1,457,1,0.457,1,-0.631,0.631
64,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
64,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
64,1,1,0,2,2,487,0,-0.487,1,-0.631,0.631
64,1,1,1,4,2,381,1,0.381,1,-0.631,0.631
64,1,0,1,3,1,389,1,0.389,1,-0.631,0.631
64,1,1,1,4,2,603,1,0.603,1,-0.631,0.631
64,1,0,0,1,1,549,0,-0.549,1,-0.631,0.631
64,1,1,1,4,2,354,1,0.354,1,-0.631,0.631
64,1,1,1,4,2,492,1,0.492,1,-0.631,0.631
64,1,0,1,3,1,488,1,0.488,1,-0.631,0.631
64,1,0,0,1,1,526,0,-0.526,1,-0.631,0.631
64,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
64,1,1,0,2,2,556,0,-0.556,1,-0.631,0.631
64,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
64,1,0,1,3,1,537,1,0.537,1,-0.631,0.631
64,1,0,0,1,1,464,0,-0.464,1,-0.631,0.631
64,1,1,0,2,2,513,0,-0.513,1,-0.631,0.631
64,1,0,1,3,1,416,1,0.416,1,-0.631,0.631
64,1,1,1,4,2,596,0,-0.596,1,-0.631,0.631
64,1,0,1,3,1,355,1,0.355,1,-0.631,0.631
64,1,0,1,3,1,402,1,0.402,1,-0.631,0.631
64,1,0,0,1,1,529,0,-0.529,1,-0.631,0.631
64,1,1,1,4,2,388,1,0.388,1,-0.631,0.631
64,1,0,1,3,1,373,1,0.373,1,-0.631,0.631
64,1,0,0,1,1,542,0,-0.542,1,-0.631,0.631
64,1,1,0,2,2,571,0,-0.571,1,-0.631,0.631
64,1,0,1,3,1,430,1,0.43,1,-0.631,0.631
64,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
64,1,1,1,4,2,594,1,0.594,1,-0.631,0.631
64,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
64,1,1,1,4,2,358,1,0.358,1,-0.631,0.631
64,1,1,0,2,2,535,0,-0.535,1,-0.631,0.631
64,1,0,0,1,1,577,0,-0.577,1,-0.631,0.631
64,1,1,0,2,2,579,0,-0.579,1,-0.631,0.631
64,1,0,1,3,1,453,1,0.453,1,-0.631,0.631
64,1,0,0,1,1,522,0,-0.522,1,-0.631,0.631
64,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
64,1,0,1,3,1,568,1,0.568,1,-0.631,0.631
64,1,1,1,4,2,530,1,0.53,1,-0.631,0.631
64,1,0,0,1,1,541,0,-0.541,1,-0.631,0.631
64,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
64,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
64,1,0,0,1,1,449,0,-0.449,1,-0.631,0.631
64,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
64,1,0,0,1,1,461,0,-0.461,1,-0.631,0.631
64,1,0,1,3,1,597,1,0.597,1,-0.631,0.631
64,1,1,0,2,2,494,0,-0.494,1,-0.631,0.631
64,1,0,0,1,1,528,0,-0.528,1,-0.631,0.631
64,1,0,1,3,1,569,1,0.569,1,-0.631,0.631
64,1,1,0,2,2,465,0,-0.465,1,-0.631,0.631
64,1,1,0,2,2,496,0,-0.496,1,-0.631,0.631
64,1,0,1,3,1,622,1,0.622,1,-0.631,0.631
64,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
64,1,1,0,2,2,530,0,-0.53,1,-0.631,0.631
64,1,1,0,2,2,572,0,-0.572,1,-0.631,0.631
64,1,1,1,4,2,412,1,0.412,1,-0.631,0.631
64,1,0,0,1,1,444,0,-0.444,1,-0.631,0.631
64,1,1,1,4,2,498,1,0.498,1,-0.631,0.631
64,1,1,0,2,2,500,0,-0.5,1,-0.631,0.631
64,1,0,0,1,1,567,0,-0.567,1,-0.631,0.631
64,1,0,1,3,1,462,1,0.462,1,-0.631,0.631
64,1,0,1,3,1,484,1,0.484,1,-0.631,0.631
64,1,0,1,3,1,417,1,0.417,1,-0.631,0.631
64,1,1,1,4,2,493,1,0.493,1,-0.631,0.631
64,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
64,1,0,0,1,1,560,1,0.56,1,-0.631,0.631
64,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
64,1,0,1,3,1,405,1,0.405,1,-0.631,0.631
64,1,1,0,2,2,531,0,-0.531,1,-0.631,0.631
64,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
64,1,1,1,4,2,401,1,0.401,1,-0.631,0.631
64,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
64,1,1,0,2,2,554,0,-0.554,1,-0.631,0.631
64,1,1,1,4,2,436,1,0.436,1,-0.631,0.631
64,1,1,0,2,2,464,0,-0.464,1,-0.631,0.631
64,1,1,1,4,2,398,1,0.398,1,-0.631,0.631
64,1,1,1,4,2,401,1,0.401,1,-0.631,0.631
65,1,1,1,4,2,410,1,0.41,1,-0.631,0.631
65,1,0,1,3,1,400,1,0.4,1,-0.631,0.631
65,1,0,0,1,1,380,0,-0.38,1,-0.631,0.631
65,1,0,1,3,1,498,1,0.498,1,-0.631,0.631
65,1,1,0,2,2,557,0,-0.557,1,-0.631,0.631
65,1,0,1,3,1,363,1,0.363,1,-0.631,0.631
65,1,1,1,4,2,410,1,0.41,1,-0.631,0.631
65,1,1,1,4,2,467,1,0.467,1,-0.631,0.631
65,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
65,1,1,1,4,2,578,1,0.578,1,-0.631,0.631
65,1,1,0,2,2,509,0,-0.509,1,-0.631,0.631
65,1,0,1,3,1,491,1,0.491,1,-0.631,0.631
65,1,1,1,4,2,552,0,-0.552,1,-0.631,0.631
65,1,1,1,4,2,411,1,0.411,1,-0.631,0.631
65,1,1,1,4,2,532,1,0.532,1,-0.631,0.631
65,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
65,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
65,1,1,0,2,2,564,1,0.564,1,-0.631,0.631
65,1,0,0,1,1,504,0,-0.504,1,-0.631,0.631
65,1,1,0,2,2,588,0,-0.588,1,-0.631,0.631
65,1,0,1,3,1,497,1,0.497,1,-0.631,0.631
65,1,0,1,3,1,438,1,0.438,1,-0.631,0.631
65,1,0,0,1,1,429,0,-0.429,1,-0.631,0.631
65,1,1,0,2,2,498,0,-0.498,1,-0.631,0.631
65,1,0,1,3,1,518,1,0.518,1,-0.631,0.631
65,1,0,0,1,1,526,0,-0.526,1,-0.631,0.631
65,1,1,0,2,2,451,0,-0.451,1,-0.631,0.631
65,1,0,1,3,1,343,1,0.343,1,-0.631,0.631
65,1,0,1,3,1,350,1,0.35,1,-0.631,0.631
65,1,0,0,1,1,429,0,-0.429,1,-0.631,0.631
65,1,0,0,1,1,444,1,0.444,1,-0.631,0.631
65,1,1,1,4,2,438,1,0.438,1,-0.631,0.631
65,1,1,0,2,2,524,0,-0.524,1,-0.631,0.631
65,1,1,1,4,2,435,1,0.435,1,-0.631,0.631
65,1,1,0,2,2,460,0,-0.46,1,-0.631,0.631
65,1,0,1,3,1,404,1,0.404,1,-0.631,0.631
65,1,1,1,4,2,418,1,0.418,1,-0.631,0.631
65,1,1,0,2,2,510,0,-0.51,1,-0.631,0.631
65,1,0,0,1,1,568,0,-0.568,1,-0.631,0.631
65,1,0,1,3,1,447,1,0.447,1,-0.631,0.631
65,1,0,0,1,1,545,0,-0.545,1,-0.631,0.631
65,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
65,1,0,1,3,1,413,1,0.413,1,-0.631,0.631
65,1,0,1,3,1,457,1,0.457,1,-0.631,0.631
65,1,0,0,1,1,457,0,-0.457,1,-0.631,0.631
65,1,0,1,3,1,447,1,0.447,1,-0.631,0.631
65,1,1,0,2,2,505,0,-0.505,1,-0.631,0.631
65,1,0,0,1,1,603,0,-0.603,1,-0.631,0.631
65,1,0,1,3,1,601,1,0.601,1,-0.631,0.631
65,1,0,0,1,1,451,0,-0.451,1,-0.631,0.631
65,1,0,0,1,1,477,0,-0.477,1,-0.631,0.631
65,1,0,1,3,1,459,1,0.459,1,-0.631,0.631
65,1,0,0,1,1,510,0,-0.51,1,-0.631,0.631
65,1,1,0,2,2,575,0,-0.575,1,-0.631,0.631
65,1,1,0,2,2,438,0,-0.438,1,-0.631,0.631
65,1,0,0,1,1,543,0,-0.543,1,-0.631,0.631
65,1,0,0,1,1,511,0,-0.511,1,-0.631,0.631
65,1,1,1,4,2,422,1,0.422,1,-0.631,0.631
65,1,1,1,4,2,584,0,-0.584,1,-0.631,0.631
65,1,0,1,3,1,512,1,0.512,1,-0.631,0.631
65,1,1,0,2,2,516,0,-0.516,1,-0.631,0.631
65,1,0,1,3,1,518,1,0.518,1,-0.631,0.631
65,1,1,1,4,2,438,1,0.438,1,-0.631,0.631
65,1,1,1,4,2,444,1,0.444,1,-0.631,0.631
65,1,1,1,4,2,471,1,0.471,1,-0.631,0.631
65,1,1,1,4,2,461,1,0.461,1,-0.631,0.631
65,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
65,1,0,0,1,1,527,0,-0.527,1,-0.631,0.631
65,1,1,1,4,2,479,1,0.479,1,-0.631,0.631
65,1,0,1,3,1,474,1,0.474,1,-0.631,0.631
65,1,0,1,3,1,533,1,0.533,1,-0.631,0.631
65,1,0,0,1,1,573,0,-0.573,1,-0.631,0.631
65,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
65,1,1,0,2,2,468,0,-0.468,1,-0.631,0.631
65,1,1,0,2,2,462,0,-0.462,1,-0.631,0.631
65,1,1,0,2,2,410,0,-0.41,1,-0.631,0.631
65,1,1,0,2,2,554,0,-0.554,1,-0.631,0.631
65,1,1,1,4,2,462,1,0.462,1,-0.631,0.631
65,1,1,1,4,2,408,1,0.408,1,-0.631,0.631
65,1,1,0,2,2,476,0,-0.476,1,-0.631,0.631
66,0,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
66,0,0,1,3,1,468,1,0.468,1,-0.631,0.631
66,0,0,1,3,1,373,1,0.373,1,-0.631,0.631
66,0,1,0,2,2,395,1,0.395,1,-0.631,0.631
66,0,1,0,2,2,479,0,-0.479,1,-0.631,0.631
66,0,0,0,1,1,509,0,-0.509,1,-0.631,0.631
66,0,0,1,3,1,583,1,0.583,1,-0.631,0.631
66,0,0,0,1,1,462,0,-0.462,1,-0.631,0.631
66,0,1,1,4,2,446,1,0.446,1,-0.631,0.631
66,0,1,0,2,2,487,1,0.487,1,-0.631,0.631
66,0,1,0,2,2,546,0,-0.546,1,-0.631,0.631
66,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
66,0,1,1,4,2,458,1,0.458,1,-0.631,0.631
66,0,1,0,2,2,512,0,-0.512,1,-0.631,0.631
66,0,0,0,1,1,404,1,0.404,1,-0.631,0.631
66,0,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
66,0,1,0,2,2,349,1,0.349,1,-0.631,0.631
66,0,0,0,1,1,498,0,-0.498,1,-0.631,0.631
66,0,1,1,4,2,378,1,0.378,1,-0.631,0.631
66,0,0,1,3,1,451,1,0.451,1,-0.631,0.631
66,0,0,0,1,1,483,1,0.483,1,-0.631,0.631
66,0,1,1,4,2,390,1,0.39,1,-0.631,0.631
66,0,0,1,3,1,439,1,0.439,1,-0.631,0.631
66,0,0,1,3,1,446,1,0.446,1,-0.631,0.631
66,0,1,1,4,2,406,1,0.406,1,-0.631,0.631
66,0,1,1,4,2,393,1,0.393,1,-0.631,0.631
66,0,0,0,1,1,435,0,-0.435,1,-0.631,0.631
66,0,0,0,1,1,412,1,0.412,1,-0.631,0.631
66,0,0,0,1,1,571,0,-0.571,1,-0.631,0.631
66,0,1,0,2,2,587,0,-0.587,1,-0.631,0.631
66,0,0,1,3,1,532,1,0.532,1,-0.631,0.631
66,0,0,1,3,1,372,1,0.372,1,-0.631,0.631
66,0,1,0,2,2,588,0,-0.588,1,-0.631,0.631
66,0,1,0,2,2,521,0,-0.521,1,-0.631,0.631
66,0,0,0,1,1,570,0,-0.57,1,-0.631,0.631
66,0,1,1,4,2,439,1,0.439,1,-0.631,0.631
66,0,0,0,1,1,557,0,-0.557,1,-0.631,0.631
66,0,1,1,4,2,403,1,0.403,1,-0.631,0.631
66,0,0,1,3,1,580,1,0.58,1,-0.631,0.631
66,0,1,1,4,2,427,1,0.427,1,-0.631,0.631
66,0,1,1,4,2,377,1,0.377,1,-0.631,0.631
66,0,1,1,4,2,459,1,0.459,1,-0.631,0.631
66,0,0,0,1,1,619,0,-0.619,1,-0.631,0.631
66,0,1,0,2,2,571,0,-0.571,1,-0.631,0.631
66,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
66,0,0,1,3,1,435,1,0.435,1,-0.631,0.631
66,0,0,0,1,1,549,0,-0.549,1,-0.631,0.631
66,0,0,0,1,1,524,0,-0.524,1,-0.631,0.631
66,0,1,0,2,2,486,0,-0.486,1,-0.631,0.631
66,0,0,1,3,1,528,1,0.528,1,-0.631,0.631
66,0,1,1,4,2,503,1,0.503,1,-0.631,0.631
